0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,label
0.2696237,1.3620646,-1.5027194,1.7939883,0.9868646,-0.07047549,1.600227,-0.9529314,-0.89499396,-0.028565288,0.9389196,-0.58972454,-0.48888156,-1.8248746,-0.27466562,0.8664274,0.73086035,0.15143698,-1.3198225,-0.44044808,0.095940426,0.10061202,0.012541165,0.28983262,0.18689905,0.061617583,-0.4741971,0.17713194,-0.13017099,fake
0.2789178,0.28782305,-1.552114,1.8387032,-0.41622144,0.46153602,2.202123,-0.19113716,-1.2933269,-0.65177685,0.8180387,-1.5686243,-0.32107523,-0.104924634,0.13962957,-0.7422906,-1.8355391,-1.2486004,-0.93033254,0.05081179,-0.3910696,0.9824906,0.37554383,0.37474275,-0.63798755,-0.26664585,0.27173316,-0.0058137365,1.5182794,fake
-0.79246694,0.45631114,-0.44047415,1.3002856,0.36484522,0.15914437,0.05466688,-0.84676194,-0.4661476,-0.5732012,1.3245873,-1.8558443,-1.0019196,-0.59272873,0.50987005,-0.06068767,-1.6489877,-1.5383253,-1.2013121,0.010043152,-0.14351878,0.93817776,0.23173892,0.30108204,-0.20156522,0.54986465,-0.077595875,0.09739559,-0.1947591,fake
0.8273647,0.22500081,0.828009,-0.80189836,0.117383465,-0.99114114,-2.2877753,0.72367805,0.8786339,-0.77250975,-0.36655873,2.2170153,0.72682005,-1.523238,0.4512409,0.934244,1.9119332,0.4128882,0.6985149,-0.2570658,-0.25173837,0.0743729,0.20534551,-0.39898437,1.6564674,-0.62358475,0.80422604,-0.26966023,-1.6493504,fake
0.44962078,1.926714,-0.98077554,2.3756735,0.6389456,0.09994799,0.5710771,-0.5398979,-1.0058142,-0.21654436,1.1778928,-1.3196969,-0.18212184,-2.6394358,-0.43065166,0.56943953,0.9068979,0.45007104,-1.6985859,-0.22904277,0.28970075,-0.16999084,0.08033742,0.06034497,0.2703871,0.75444424,0.11512388,0.12745394,-0.38701645,fake
-1.277368,1.7585878,-2.827952,1.8269222,-0.8381463,-0.07875632,-0.43593258,-0.51523185,-0.14426498,-2.4410844,2.4549334,-3.1058683,-0.58848816,-3.036155,-0.06597579,-1.7920828,-1.9648606,-0.43028495,-0.023436613,0.36813894,-0.29991174,0.99886274,0.37075266,0.05904228,0.12053587,1.2385185,0.25587595,0.31349692,0.48070925,fake
1.1616694,4.445896,-5.5531735,3.8745172,-0.10527477,-1.0035887,-3.127392,0.6709106,0.12447077,-5.145398,5.150287,-5.6745696,-0.3573294,-7.278466,-1.2730038,-3.2861345,-2.291321,0.7074168,-0.7590773,1.2034051,0.6868024,0.22434613,1.6645832,-0.15482083,-0.34907103,0.84147525,1.6161247,-0.3512498,-0.79139686,fake
-1.9944276,-0.3282556,-1.1936159,0.8074144,0.26965696,-0.45583937,0.22691818,-1.2116125,-0.06417369,-0.815146,1.3821657,-1.8464528,-0.7516378,-1.2302959,0.23881496,-0.44050315,-0.9822632,-0.54045653,-0.3882677,-0.16157806,-0.4037767,0.5711368,0.29512793,0.4340276,-0.2431485,0.46132803,-0.6106903,0.03887894,0.41849083,fake
-1.6670362,0.47784632,-0.35075843,1.1281075,0.76211196,0.13358335,-1.3725014,-1.2661564,0.10009153,-0.8846548,1.7994117,-2.3344674,-1.1759619,-1.041874,0.37339765,-0.3608941,-1.8605703,-1.6786752,-1.0480583,-0.19532861,0.05384133,0.8537999,0.12431315,0.12334223,0.02134547,0.9670272,-0.5215874,0.085550725,-0.9699924,fake
-1.3189819,-0.1775665,-0.9125643,0.41107574,0.24678087,-0.08692561,-0.24999604,-1.0462246,0.011152346,-0.69312024,1.4616071,-1.572948,-0.71074605,-0.9158784,0.052882425,-0.25158152,-1.0279013,-0.8916386,-0.66145575,-0.21550119,-0.19025375,0.6215616,-0.09564909,0.1719332,0.15285462,0.6398845,-0.57907104,0.02006962,-0.16084124,fake
-0.01241922,4.763356,-7.3743167,4.6636534,-1.6261724,-0.75419414,-2.4877436,0.7350956,-0.9973575,-6.539808,5.3677707,-7.2779717,0.23208657,-7.2536883,-0.80689454,-5.1638346,-4.2589617,1.0879934,0.7485574,0.9314376,0.65643513,0.93974996,1.1619403,0.23044445,-0.18064488,1.4038309,1.9030782,0.6044106,1.0590909,fake
0.8633833,1.8513579,-1.3672657,1.68394,0.0135408975,0.24144822,-0.19238876,0.060178746,-0.44899812,-1.4462081,1.3436137,-0.6063045,-0.06501155,-2.4004328,-0.48300672,-0.25178322,0.25930816,0.22906804,-1.1118234,-0.0934711,0.27071214,0.3319426,0.64663565,-0.08170402,0.038729165,0.77912915,0.8474847,0.09555568,-0.040536128,fake
-0.38444483,0.43892825,-2.4726546,1.4784058,-0.50930697,-0.07555561,0.5512776,0.053461764,-0.83394647,-1.4619886,1.4967886,-1.7508531,-0.1080171,-1.690392,0.2110523,-1.1179285,-1.1701121,-0.31184977,-0.0031578243,0.26759046,-0.43279916,0.7970713,-0.063326,0.14717998,-0.056243286,0.3592256,0.62129366,0.22106802,1.2124562,fake
-1.2348121,0.80904424,-1.2393165,0.9260168,0.26831043,0.20330448,-0.18473524,-1.1853036,0.038817745,-1.2497281,1.6583185,-2.1654048,-0.7725883,-1.2312398,0.28102806,-0.81712765,-1.6415894,-0.7367673,-0.8818969,0.14725298,0.015716355,0.80880016,0.8134088,0.10359368,0.23730037,0.7896656,-0.19920968,0.071934566,-0.33064926,fake
-0.7739748,0.36172515,-1.0409344,1.1185831,0.084293924,0.3220274,0.14080827,-0.42359734,-0.4527738,-0.74084336,1.5590837,-1.7766446,-0.5888347,-0.8808587,0.16032963,-0.44586313,-1.5081028,-1.0467514,-0.7742617,-0.012134731,-0.14655203,0.6977285,0.033118255,0.08723631,-0.1309489,0.8134438,0.11594239,-0.025647057,0.2708241,fake
-0.1409592,1.0750382,-3.789774,2.4226077,-0.7627694,-0.32324934,0.4575292,0.6283746,-1.207463,-2.3760424,2.0021305,-2.5901334,0.27481255,-2.67399,-0.3121681,-2.2442248,-1.8500584,0.34877074,0.6206571,0.38770697,-0.5643926,1.0524542,0.24607542,0.15035924,-0.23012795,0.24066092,1.1620331,0.50213546,1.6162667,fake
-1.0049553,1.1984042,-1.2293706,1.2600223,-0.05587048,0.2706282,-0.8053319,-1.1217264,-0.05833668,-1.3724347,2.0114264,-2.4965296,-0.8307112,-1.8866112,0.016836157,-0.75311595,-1.7712883,-1.0872215,-1.2231495,0.11395947,0.083111346,0.66141695,0.3743681,0.06888508,0.16930988,1.1873983,-0.27098346,0.030284343,-0.6247187,fake
-1.7483424,0.29237476,-0.45163852,1.4316967,0.9255057,0.09701122,-1.1482999,-1.3225603,0.08354998,-0.52671146,2.1530633,-2.6306667,-1.1911708,-1.1486893,0.16566698,-0.22352363,-2.0414653,-1.9509364,-1.3417839,-0.2741361,-0.029020244,0.84665245,0.115539975,0.1418049,-0.08796966,0.94808453,-0.6251793,0.12044734,-0.95734346,fake
-0.21430074,0.6201858,-0.5299598,1.1075356,0.14147711,0.39369333,-0.3295576,-0.5942443,-0.18011191,-0.54265296,1.2627921,-1.2225912,-0.6839703,-0.6234039,0.28105143,-0.22839488,-1.2259076,-1.1456447,-0.7535817,0.07841506,0.22309946,0.5374877,-0.1071695,-0.114336595,0.17905483,0.5683307,0.026072811,-0.048595615,-0.36503285,fake
0.28199172,0.7495997,0.24246836,0.24090153,-0.26318407,0.2898196,-0.043498985,-0.24643314,-0.07428174,-1.2957498,0.18612653,-0.30619222,-0.5752976,-0.7060282,1.3073345,0.4352376,-0.4269252,-0.6376357,-0.4682828,0.3368613,-0.14185461,0.8864645,0.5216104,-0.038655132,0.65034693,0.12838344,0.1710231,-0.31844845,-0.31265745,fake
-0.32103276,2.904783,-3.5080848,2.1997087,-0.46618456,0.032794107,-1.3787292,-0.49572918,-0.5350517,-3.4805288,3.0616224,-4.252849,-0.8406048,-4.138023,-0.09912267,-2.049172,-2.5702598,-0.21490008,-0.60376513,0.74415845,0.1662319,0.7745696,0.9672111,-0.24497598,0.035650805,1.2509205,0.54782206,-0.1374371,-0.30929098,fake
0.5730203,3.0342636,-4.3675623,2.6842084,-0.2600875,-0.349909,-1.073125,0.11252168,-0.43339044,-3.602106,3.1983798,-4.144312,-0.009367242,-4.221812,-0.18119085,-2.7342806,-2.608899,0.031584464,-0.6931721,0.6366775,0.29762465,0.9464038,0.5598212,-0.40971252,0.28865603,0.8146552,1.4029548,0.2635558,0.20285502,fake
-1.680087,0.13019615,-0.61731577,1.503654,0.8078933,-0.005048305,0.11032237,-1.4628786,-0.6694382,-0.87080395,1.3711203,-2.4192405,-1.0990535,-1.0088251,0.7721882,-0.028690055,-1.8798707,-1.608,-1.1984977,-0.23042902,-0.19825053,0.90679383,0.30188727,0.49395826,-0.3047182,0.3824741,-0.52140474,0.16566841,0.004988391,fake
-1.2115542,0.38918462,0.0795801,0.30700555,0.5892248,-0.69770116,-1.6979562,-0.84772724,0.31220987,-0.8493191,1.1964269,-0.8643786,-0.67201596,-1.4121025,0.3653899,0.20418108,-0.5538225,-0.5637365,-0.29376042,-0.10489841,-0.29965025,0.6918131,0.109535076,0.12918723,0.67403454,0.573692,-0.3780238,0.12509683,-1.3706158,fake
-1.9839561,0.22930132,-0.5860024,0.9242147,1.080052,-0.33925578,-1.605624,-1.2321976,0.25492677,-0.6286676,1.7292074,-2.2899837,-0.9492723,-1.7111545,-0.060853973,-0.20179641,-1.0669298,-1.0303583,-0.79891384,-0.29267424,-0.38071,0.65391535,0.034682594,0.09099503,0.2760047,0.95005274,-0.75645924,0.06853856,-1.2512442,fake
-1.3025845,-0.0773554,-4.9580655,3.9510849,-1.0352846,-1.0662925,1.1129187,1.5227026,-1.2495942,-3.3498406,1.939946,-3.4656096,0.8356542,-3.3058307,-1.199845,-3.544018,-2.316865,0.6602045,2.132321,0.4743604,-1.1970987,1.6492143,0.45892963,0.8040958,-0.75308406,-0.39839095,1.5956757,0.777984,3.05083,fake
-1.2795546,1.4835457,-5.4853354,3.920015,-1.349365,-0.9756536,0.08387011,1.0879533,-1.0738237,-3.9732666,2.977631,-4.3561506,0.46574727,-4.476939,-1.0755616,-3.976376,-2.733874,0.9147507,1.487255,0.58429086,-0.74331564,1.4961615,0.52305764,0.61009276,-0.5860433,0.1796314,1.6722782,0.74621564,2.3130417,fake
-2.3667798,0.03556566,-0.43360808,0.6649697,0.8942767,-0.33544755,-1.6462389,-1.3368751,0.4070911,-0.7408031,1.8861078,-2.3039134,-0.98624974,-1.6420388,-0.15833208,-0.23111138,-1.1735924,-1.1679488,-0.89380664,-0.4836386,-0.21450953,0.6788058,0.14867562,0.1690995,0.17802405,1.0845813,-1.0046059,0.08843455,-1.3058628,fake
-1.8985363,0.3127078,-0.76735497,1.2255673,0.91655684,0.04577694,-0.8512075,-1.5888057,-0.013459438,-0.7805699,1.9088492,-2.5017817,-0.99337316,-1.3944144,0.372396,-0.33138323,-1.734208,-1.495611,-1.1401036,-0.22995082,0.021724861,0.7608906,0.32480213,0.14532192,-0.11172077,0.984095,-0.8259749,-0.013827523,-0.63958853,fake
2.502469,2.23161,-0.92233884,1.036375,-0.083203614,0.6022683,-0.75383204,0.5227248,0.06319183,-2.2612872,0.85192347,0.08430959,0.1998204,-2.6390507,0.7586306,0.4762032,0.39110914,-0.35840872,-1.0154777,-0.50417286,0.88097125,0.6875533,0.8921133,-0.8949647,1.5122076,0.6522824,1.6346008,-0.60800517,0.12260364,fake
1.1446874,3.4237914,-4.7386465,6.508511,1.6714044,-0.54596204,-1.2670529,0.39408264,-0.97259504,-3.7910876,4.321607,-3.8127632,0.49177232,-7.3157253,-1.9914566,-2.4626746,1.3487238,1.657247,-1.0387559,0.088304035,0.955418,-0.20801443,0.58954656,0.0007809431,-1.0379078,1.2640166,1.3676373,-0.08022325,0.09654578,fake
0.034407973,1.6999929,-1.9819934,1.3763932,0.3392164,0.12357716,-1.2124283,-0.41625738,-0.046002183,-1.9732525,2.2480083,-2.3836236,-0.54832494,-2.3138766,0.14353363,-1.0578932,-1.9389162,-0.303887,-0.84201807,0.5264705,0.103623465,0.6881159,0.73742354,-0.09714233,0.106781974,0.8388419,0.4015622,-0.09431177,-0.6670169,fake
1.1732758,2.4296951,-0.5657076,1.8808243,0.21415842,0.57095504,1.7088572,-0.63617724,-1.6764983,-1.3598922,0.18054771,-0.5017707,-0.15769437,-1.8750894,0.92156655,1.4516273,0.21928903,-0.55100447,-1.9474714,-0.44720817,0.57985425,0.93156517,0.30445078,-0.39213815,0.8523579,0.32434067,0.3484121,-0.17061555,0.4192385,fake
-0.041134696,1.5831835,-0.5339271,1.3869536,0.37245178,-0.08498508,-0.39938188,-0.7740214,-0.45440364,-0.73301333,1.3694103,-1.3315727,-0.7318465,-1.4582572,0.36782062,0.030445613,-0.5737201,-0.76903415,-1.1966914,0.07606619,0.0044309683,0.638464,0.03618482,-0.072216414,0.5025609,0.87100786,0.090409435,-0.017265672,-0.8225565,fake
-1.5107051,0.38684678,-0.29640067,1.1532851,0.8569921,0.03967401,-1.6424032,-1.1815255,0.12005241,-1.0352387,1.613108,-2.185729,-1.186145,-0.9954575,0.40547132,-0.3928289,-1.7131157,-1.5141562,-0.92553747,-0.08160328,0.03068516,0.7276394,0.13512886,0.32092538,0.05325653,0.7907789,-0.36868685,0.16659501,-1.0858762,fake
0.694136,1.2200965,-1.5211755,2.2117987,0.7079187,0.21467163,1.446901,-0.35165676,-1.1842848,0.04879655,1.0086545,-1.29734,-0.12390101,-0.87392366,-0.22515115,0.25673306,-0.28940964,-0.6621108,-1.7198566,0.04655739,-0.22450742,0.4241362,-0.0076488033,0.03744854,-0.113036245,0.11182988,0.24930686,0.07126606,0.1749317,fake
1.7584006,1.863156,-0.23030525,0.24025014,-0.32212937,0.20174654,0.36264572,0.02851146,-0.66025585,-2.307742,-0.12501453,0.7379574,-0.05110533,-2.035202,1.222931,1.3866968,0.4866493,-0.32330486,-0.90886813,-0.38004926,0.45868254,0.9995545,0.3953224,-0.74365216,1.3026121,-0.058437075,1.1387347,-0.44639713,0.21589594,fake
-0.08262875,3.64737,-8.444759,6.6712084,-1.8064498,-1.3945479,-2.24351,2.0107017,-1.4901483,-6.6539297,4.8529205,-6.721037,1.270793,-7.0133758,-1.0627762,-6.5421867,-4.3352118,1.8513857,2.5210145,1.0099123,-0.36737198,0.8254881,0.6741905,0.1632636,-0.9389396,0.25118178,2.9247732,0.8884702,2.4631493,fake
-1.8419129,0.31790292,-0.2445682,1.393305,0.82528216,0.090570435,-0.8253852,-1.3659673,0.02004775,-0.44718674,2.0916784,-2.349435,-1.1131247,-1.1044976,0.36253366,-0.087545484,-1.8215333,-1.6568677,-1.2276328,-0.30069578,0.04158441,0.75470585,0.108101875,0.17215459,-0.10093428,1.090279,-0.8289938,0.020986201,-0.6665758,fake
0.074742064,-0.3672446,-2.5631614,4.442194,0.9289402,-0.7555605,1.1496533,0.88106674,-1.443229,-0.38806546,0.8445772,-1.427554,0.75478405,-2.1049187,-1.2946898,-0.5761262,0.31622016,1.2019012,0.273426,-0.27000126,-0.87898517,0.11636389,-0.33787724,0.59421,-0.40544355,-1.0020983,0.29822934,-0.029268576,1.4453464,fake
2.2422934,2.763308,-3.5331097,1.37253,-0.61910284,-0.4280277,-2.2981365,1.0531071,0.29308757,-4.2767286,3.1871903,-2.496104,0.08636903,-4.7158046,0.31879267,-2.07498,-1.2006304,0.109046735,-0.6480764,0.57802844,0.7705477,0.59343916,1.4424546,-0.8902775,0.5806085,0.30001572,2.1411328,-0.76937443,-0.38490528,fake
-1.3928335,1.8404295,-2.7926528,1.5466523,0.7807755,-1.0826864,-2.7150335,-0.6293764,-0.10920352,-2.775649,3.2210636,-3.6684766,-1.0239538,-3.9032834,-0.4332207,-1.4541876,-2.1885006,-0.21095076,-0.6698269,0.27467158,-0.29135245,0.68576396,0.2857928,-0.48688957,-0.23666325,0.96466374,0.09080907,-0.03999649,-1.761918,fake
-0.1552724,-1.0165156,-2.0751843,4.241366,1.1577799,-0.99047273,2.1956713,0.8556701,-1.7040303,0.059570372,0.24079673,-0.7042517,0.45421246,-2.068814,-1.5774632,0.06575,1.4223307,1.2132854,0.17633748,-0.4792792,-1.1433955,0.31889686,-0.4304967,0.76670504,-0.7278793,-0.94099295,0.18649963,0.13446221,1.7244358,fake
-0.43635648,0.51614606,-0.4437594,0.43684685,0.26756352,-0.085020706,-0.9164789,-0.5199712,0.04270379,-1.1726193,0.78589594,-1.2627561,-0.838095,-1.27913,0.7170095,-0.16115941,-0.91505134,-0.88843745,-0.392692,0.3344953,-0.2908054,0.71243024,0.40631574,-0.113266096,0.24855992,0.20330106,0.012345936,-0.25997037,-0.7660122,fake
-0.6960873,0.6648029,-0.68712556,1.5437734,0.4133262,0.53900373,0.05015302,-1.1443526,-0.549196,-0.51459086,1.5281668,-1.9120386,-0.9972836,-0.7146925,0.5297691,-0.24622501,-1.8942977,-1.6946656,-1.3577292,4.671514e-06,0.19525495,0.89426845,0.17063043,0.2728194,-0.20073782,0.6106044,-0.21997361,0.044819567,-0.2310329,fake
-0.7779457,2.0986054,-3.2208934,1.8820754,-0.18265486,-0.019351974,-1.3871027,-0.8884887,-0.4856698,-3.2035828,2.8324556,-4.1139374,-1.1063852,-3.8839552,0.118666574,-1.7149303,-3.0468972,-0.77161735,-1.0521847,0.46755302,0.04738064,0.91535056,1.042677,-0.0025202609,-0.06827229,0.84864503,0.10689649,-0.1223981,-0.35053438,fake
-0.31054738,0.77754927,-1.2258363,1.4499863,-0.14387712,0.43654498,0.20279434,-0.43114755,-0.6295601,-0.9194031,1.4292688,-1.5702268,-0.5276198,-0.94607353,0.47338402,-0.6673875,-1.5627698,-1.0731072,-0.75533366,0.122989364,0.08995803,0.8249591,0.1362491,-0.04201444,0.19445442,0.6903184,0.30242535,0.019402944,0.36697292,fake
-0.18548268,0.94982064,0.016554952,0.704316,0.09453206,0.21052246,-1.0813063,-0.5977481,0.308376,-1.0024886,1.2016766,-1.234186,-0.8256573,-0.8641567,0.52372974,-0.26298943,-0.9955467,-0.9789559,-0.64442545,0.23516208,0.26766384,0.58308595,0.26011372,-0.122006714,0.27338713,0.73779297,-0.005083248,-0.26052982,-0.9466551,fake
-2.1731021,-0.3621298,-0.17421146,0.32160285,0.79045814,-0.5284917,-1.5025003,-1.1099766,0.4688384,-0.6066699,1.6664529,-1.6624467,-0.92813313,-1.3072162,-0.073376566,-0.022849225,-0.9744599,-1.0132008,-0.5208406,-0.3929515,-0.29634243,0.49586225,-0.076207034,0.015504746,0.20610157,0.7910504,-0.8633819,-0.0679142,-0.9886319,fake
0.36040503,0.09884793,-1.9943718,1.7413565,-0.15792105,0.21116094,1.0297058,0.36869255,-1.2620488,-0.8167696,1.1746448,-1.6211054,0.13346204,-0.6343271,-0.17049041,-0.8069044,-1.5980139,-0.8204541,-0.55577767,0.1610693,-0.304088,0.87304485,-0.053118303,0.008632585,-0.2561149,0.037261907,0.6553564,-0.003343301,1.0233773,fake
-0.67329097,0.42133257,-0.5009583,0.77439594,0.1393306,0.32750422,-0.7261406,-0.9093204,0.07889396,-1.0691118,1.0529032,-1.4884349,-0.985039,-1.1567936,0.6187059,-0.21696816,-1.1194897,-1.1681721,-0.58062476,0.18956622,0.02902833,0.7190095,0.20745051,-0.018258972,0.2652281,0.53506124,-0.20777209,-0.26342613,-0.57566273,fake
0.031941473,1.196547,-0.7485726,2.1074076,0.59407175,0.39282134,1.054,-0.7376504,-1.0710927,0.11179668,1.4133555,-1.9472762,-0.31770438,-0.5529209,0.16761641,0.02415765,-1.1787531,-1.2115524,-1.8302871,0.09576296,0.16858844,0.6895992,0.13852233,0.06974508,-0.13260192,0.41716576,0.02813496,-0.024843121,0.16120231,fake
-0.5445152,0.7960988,-3.424804,1.9247797,-0.8102024,-0.35464534,0.0205882,0.5469624,-0.78048545,-2.3770504,1.9712633,-2.486518,0.35780677,-2.60223,-0.28793055,-2.1659088,-1.767579,0.3343425,0.721606,0.2720058,-0.45500678,0.97910464,-0.019647561,-0.09650418,-0.13118416,0.46848616,0.83509296,0.25229284,1.2493427,fake
0.4645248,0.245094,-1.3712747,2.163776,0.3753211,0.42435408,1.9377612,-0.47380498,-1.403522,0.045192182,1.0707996,-1.6222198,-0.2356933,-0.15856773,-0.098739155,-0.22507009,-1.5210161,-1.3969575,-1.4336482,0.09458909,-0.17662276,0.64113957,-0.08086225,0.2689941,-0.5785579,-0.21992801,0.27719128,-0.034409918,0.7869236,fake
4.319583,3.8067057,-3.73786,5.9561033,1.9855245,0.74811566,-2.5180361,1.1943997,0.5559722,-3.5277085,3.030244,1.4973521,0.6724977,-9.420719,-2.3121738,0.35816172,6.667131,3.0181882,-1.3411397,-1.879133,1.9917527,-1.9334162,0.3536005,-0.6435924,0.70019644,0.74373126,2.240702,-0.96171796,-0.13157476,fake
-2.2723253,0.030396461,-0.15299302,0.9323695,1.1275984,-0.20938995,-1.8896054,-1.3963636,0.376271,-0.91305405,1.8556216,-2.3875065,-1.3962715,-1.1905401,0.2584706,-0.2986858,-1.6463809,-1.4422233,-0.8430908,-0.34108004,-0.10146424,0.6121503,0.06276096,0.23712148,-0.048625864,0.9580511,-0.7813594,0.10321366,-1.363565,fake
-0.06288092,0.9562678,-0.8627586,1.7765589,0.47173256,0.2618344,0.81189626,-0.6838653,-0.8949468,-0.13803563,1.2718288,-1.7778398,-0.47348008,-0.64284396,0.41566288,0.04959561,-1.1421406,-1.1006092,-1.4686725,0.17379811,0.11082819,0.65853614,0.21531987,0.03011071,-0.03116415,0.44905353,0.040398892,0.15098837,0.016474504,fake
3.8918686,2.7237606,-1.6199661,1.0434222,-0.685437,0.78309387,-0.53737605,0.542123,-0.80699664,-3.505599,0.49528474,0.72683007,0.47096947,-3.1924648,0.4611277,0.48901403,0.67596567,-0.34186757,-1.418019,-1.1176827,1.3127292,0.7956478,0.7379756,-1.4719359,1.4890789,0.59996045,2.3611555,-0.40486917,1.3306484,fake
0.54280746,0.9042379,-0.3840636,0.49521917,0.0077765696,-0.24382682,-1.6046684,0.10513285,0.35104987,-0.9303097,0.9234215,-0.43572906,0.027561925,-1.4939723,-0.14471722,-0.33413747,-0.14644185,-0.2221339,-0.4373266,0.21651661,-0.1632969,0.4052721,0.22593144,-0.0072331256,0.5547893,0.3774728,0.24752618,-0.18653898,-1.2591114,fake
-3.091558,-0.31342986,-0.46715719,1.0394162,1.366711,-0.5009817,-1.8355311,-1.7973615,0.3268667,-0.54337996,2.207351,-2.8486226,-1.4054745,-1.8096418,0.072635286,-0.14793684,-1.7066764,-1.5709141,-0.9877202,-0.7570939,-0.24821016,0.6095999,0.26248306,0.3393564,-0.14009096,1.1682043,-1.367554,0.23550484,-1.1651008,fake
0.22537898,2.5822508,-3.2784967,1.9615881,0.024816334,0.08736478,-0.652737,-0.44025493,-0.47956425,-2.5025325,2.7764482,-3.4677227,-0.36440724,-3.353182,-0.3802237,-1.370534,-1.9873545,-0.04257877,-1.0891448,0.6946248,0.27324492,0.49073067,0.74397254,0.04188774,0.025979903,0.997172,0.5662645,0.06141007,-0.3387374,fake
-1.0858649,-0.40239477,-0.5975466,0.8840307,0.055033103,-0.3051542,1.0065124,-1.2019725,-0.3105757,-0.7911045,0.6475216,-1.2657037,-0.581691,-0.4167668,0.6379297,0.59784514,-0.5990794,-0.65109664,-0.36333713,0.0145756975,-0.60967255,0.6296073,0.19491789,0.3518367,-0.2263744,0.18355021,-0.5463173,-0.18191741,0.66776544,fake
